Student_ID,Attendance,Internal_Marks,Previous_CGPA,Assignment_Score,Assignment_Submission,Study_Hours,Backlogs,Sleep_Hours,Previous_Failures,Risk_Category,Risk_Label
STU1215,54.2,10.5,9.51,63.6,57.1,0.3,0,6.9,0,1,Medium Risk
STU1216,53.2,43.3,5.44,57.5,97.7,0.5,0,8.0,0,2,High Risk
STU1217,81.3,77.2,4.67,49.4,13.0,3.9,1,4.0,2,1,Medium Risk
STU1218,71.5,59.8,5.1,71.1,91.3,1.2,0,7.7,0,1,Medium Risk
STU1219,83.5,85.3,6.48,76.6,90.1,5.1,1,7.3,0,1,Medium Risk
STU1220,82.8,66.9,5.3,83.0,1.0,3.1,3,6.0,0,1,Medium Risk
STU1221,24.8,78.6,9.04,85.4,87.0,2.6,3,6.9,0,1,Medium Risk
STU1222,12.7,73.8,6.01,70.6,81.6,1.5,0,6.4,0,1,Medium Risk
STU1223,79.3,45.3,7.33,19.9,82.6,1.6,0,6.6,0,1,Medium Risk
STU1224,82.0,77.7,8.14,74.7,94.9,2.3,1,7.7,0,0,Low Risk
STU1225,89.9,50.3,5.37,32.4,25.3,2.1,2,6.7,3,1,Medium Risk
STU1226,81.2,54.4,6.9,58.3,99.1,2.9,1,7.2,3,1,Medium Risk
STU1227,88.2,71.1,9.09,78.0,85.4,3.2,3,4.8,0,1,Medium Risk
STU1228,84.8,63.1,6.65,24.6,77.4,2.5,0,7.8,1,1,Medium Risk
STU1229,43.6,71.3,7.83,17.0,93.4,1.1,1,7.0,2,1,Medium Risk
STU1230,77.7,35.3,9.66,55.5,93.9,2.2,0,8.2,1,1,Medium Risk
STU1231,87.2,74.3,8.36,4.3,67.4,4.4,0,5.5,1,1,Medium Risk
STU1232,52.0,41.5,4.07,67.3,73.7,0.9,2,8.3,0,1,Medium Risk
STU1233,31.8,28.9,8.57,75.0,39.6,1.5,5,6.4,3,2,High Risk
STU1234,44.7,69.8,5.08,78.6,95.7,2.2,1,7.7,0,1,Medium Risk
STU1235,86.9,78.9,7.1,85.0,100.0,3.4,2,7.4,0,0,Low Risk
STU1236,63.9,56.2,6.17,49.2,40.2,4.1,0,6.2,0,1,Medium Risk
STU1237,42.3,73.6,3.12,34.6,94.2,4.7,1,5.5,0,1,Medium Risk
STU1238,85.0,55.1,5.44,63.6,97.8,1.8,4,7.8,1,1,Medium Risk
STU1239,56.6,80.6,7.63,91.9,87.7,3.1,0,8.2,3,1,Medium Risk
STU1240,72.6,32.4,6.6,85.7,79.6,0.8,0,5.6,2,1,Medium Risk
STU1241,81.6,75.8,5.95,72.2,90.3,3.7,0,5.4,0,0,Low Risk
STU1242,82.3,35.4,6.73,60.2,90.1,0.1,4,6.5,2,1,Medium Risk
STU1243,67.2,51.4,5.6,80.8,98.4,2.5,0,8.0,0,1,Medium Risk
STU1244,28.2,72.2,7.82,42.3,89.8,4.9,0,4.1,0,1,Medium Risk
STU1245,69.2,62.0,8.71,33.9,48.5,1.7,2,8.0,1,1,Medium Risk
STU1246,80.5,78.1,5.34,93.1,63.5,1.4,1,7.5,1,1,Medium Risk
STU1247,73.4,61.6,3.88,55.2,72.3,2.3,0,5.9,1,1,Medium Risk
STU1248,67.1,60.7,8.13,70.0,57.7,3.7,2,6.2,2,1,Medium Risk
STU1249,42.4,43.4,3.32,83.1,0.0,2.1,0,6.6,1,2,High Risk
STU1250,90.8,85.2,8.27,56.9,49.3,0.9,0,9.6,1,1,Medium Risk
STU1251,78.1,56.0,7.79,70.5,94.6,2.1,0,7.4,0,1,Medium Risk
STU1252,83.9,59.9,6.58,48.0,60.0,4.1,0,9.2,3,1,Medium Risk
STU1253,89.3,44.0,7.6,68.2,50.9,1.6,1,4.8,1,0,Low Risk
STU1254,48.0,80.1,8.44,81.9,11.2,0.8,0,7.9,0,1,Medium Risk
STU1255,51.1,61.5,6.8,70.7,62.3,4.0,2,8.3,0,1,Medium Risk
STU1256,85.7,63.4,5.47,60.7,52.8,1.8,0,5.2,0,1,Medium Risk
STU1257,61.4,23.5,9.44,82.6,86.1,2.9,4,6.8,0,1,Medium Risk
STU1258,55.4,33.7,6.09,77.0,97.7,1.9,3,8.1,0,1,Medium Risk
STU1259,22.3,38.6,7.42,74.8,53.3,1.3,0,8.8,1,2,High Risk
STU1260,35.3,84.5,6.09,78.7,51.3,5.7,4,6.1,0,2,High Risk
STU1261,76.9,54.1,6.43,52.8,48.8,0.0,0,6.7,0,1,Medium Risk
STU1262,77.8,30.0,7.23,27.7,94.1,5.2,0,9.6,0,1,Medium Risk
STU1263,85.7,63.8,3.84,39.9,89.1,3.5,0,6.4,0,1,Medium Risk
STU1264,78.5,77.1,7.55,40.1,81.6,0.7,0,7.1,0,1,Medium Risk
STU1265,88.0,85.4,9.25,87.5,85.5,5.1,1,6.9,0,0,Low Risk
STU1266,72.6,31.5,4.82,66.9,90.1,0.0,0,6.2,2,2,High Risk
STU1267,72.7,48.9,5.68,56.0,70.4,2.0,0,6.0,1,1,Medium Risk
STU1268,90.4,70.6,9.1,67.7,92.5,3.7,1,6.9,0,0,Low Risk
STU1269,90.2,21.5,8.37,67.8,92.5,3.0,5,4.9,0,1,Medium Risk
STU1270,57.7,16.8,8.49,44.9,32.7,1.7,2,6.2,1,2,High Risk
STU1271,37.9,16.5,6.71,45.4,98.4,4.1,1,5.7,0,2,High Risk
STU1272,87.6,26.0,6.69,58.3,94.6,2.4,0,5.4,0,1,Medium Risk
STU1273,75.4,63.6,3.62,48.8,96.9,2.5,1,7.1,0,1,Medium Risk
STU1274,67.9,52.6,9.58,61.0,86.7,3.2,0,10.1,2,1,Medium Risk
STU1275,73.2,56.8,4.5,73.6,50.4,4.7,0,6.7,0,1,Medium Risk
STU1276,69.4,29.7,4.15,82.3,77.1,0.0,3,7.4,2,2,High Risk
STU1277,93.5,76.1,4.46,94.5,25.4,0.0,3,4.8,0,1,Medium Risk
STU1278,52.7,89.4,3.59,83.0,70.6,2.2,1,8.1,0,1,Medium Risk
STU1279,42.0,35.4,5.22,32.4,89.9,4.0,1,6.6,1,2,High Risk
STU1280,74.0,65.9,7.38,26.5,72.8,3.7,2,5.1,0,1,Medium Risk
STU1281,73.7,63.1,7.33,31.1,66.4,1.6,2,7.2,4,1,Medium Risk
STU1282,89.6,65.2,7.25,48.6,20.0,2.1,0,8.7,2,1,Medium Risk
STU1283,67.3,46.4,5.43,56.9,30.6,4.2,3,7.7,0,2,High Risk
STU1284,73.2,70.1,8.58,74.6,100.0,2.1,0,6.7,3,1,Medium Risk
STU1285,65.3,39.8,8.03,99.6,96.7,0.1,3,5.4,2,1,Medium Risk
STU1286,77.0,44.7,7.46,53.4,67.5,4.6,0,7.3,1,1,Medium Risk
STU1287,49.4,31.8,6.39,82.0,58.7,3.5,4,6.3,0,1,Medium Risk
STU1288,44.6,26.9,7.74,69.1,24.6,5.5,1,6.1,0,1,Medium Risk
STU1289,77.2,34.5,2.13,62.6,73.0,5.3,1,8.4,0,1,Medium Risk
STU1290,56.1,67.2,8.15,90.2,72.3,2.6,1,7.8,0,0,Low Risk
STU1291,40.0,86.8,3.73,70.6,49.5,1.7,0,6.1,0,1,Medium Risk
STU1292,48.0,58.5,6.53,44.4,77.0,1.5,1,7.5,0,1,Medium Risk
STU1293,94.3,38.4,6.58,82.9,80.1,5.0,0,6.2,0,1,Medium Risk
STU1294,87.7,66.0,4.94,61.5,97.7,4.3,0,3.7,2,0,Low Risk
STU1295,41.1,72.6,6.28,85.7,55.8,3.7,1,7.2,0,1,Medium Risk
STU1296,61.3,48.2,4.58,56.5,89.4,2.3,1,6.5,2,1,Medium Risk
STU1297,89.0,70.8,4.63,26.7,81.1,4.3,4,5.7,0,1,Medium Risk
STU1298,68.4,27.3,7.84,83.1,85.2,1.9,0,7.1,0,0,Low Risk
STU1299,61.9,85.4,7.92,57.9,41.3,2.7,0,7.6,1,0,Low Risk
STU1300,75.0,69.5,6.29,46.8,68.4,3.6,2,6.7,0,1,Medium Risk
STU1301,51.4,71.2,4.08,58.8,93.0,0.0,1,8.3,0,1,Medium Risk
STU1302,64.2,72.7,6.0,66.0,95.6,2.5,2,4.3,0,1,Medium Risk
STU1303,67.8,39.1,5.03,72.7,63.2,3.9,1,4.9,0,1,Medium Risk
STU1304,59.5,23.1,5.39,91.8,77.9,2.1,3,6.6,0,1,Medium Risk
STU1305,28.9,41.2,7.28,92.7,89.8,3.0,1,5.5,0,1,Medium Risk
STU1306,71.5,47.7,9.14,71.3,60.5,2.2,2,6.2,0,1,Medium Risk
STU1307,87.0,18.8,4.01,68.2,91.9,1.9,1,7.8,1,1,Medium Risk
STU1308,78.7,71.0,7.3,22.4,66.4,3.4,1,6.0,0,1,Medium Risk
STU1309,52.0,75.4,5.73,52.2,87.7,1.4,0,6.6,0,1,Medium Risk
STU1310,89.0,40.7,7.6,79.5,90.6,0.5,1,6.5,0,1,Medium Risk
STU1311,72.0,79.6,4.63,53.4,93.2,1.1,0,6.9,0,1,Medium Risk
STU1312,78.4,36.4,5.58,68.9,64.0,1.1,1,8.1,3,1,Medium Risk
STU1313,1.2,93.8,6.08,79.9,91.4,2.2,0,9.4,1,1,Medium Risk
STU1314,63.5,59.4,7.3,50.6,91.2,4.2,0,7.5,0,1,Medium Risk
STU1315,41.3,52.1,7.34,31.3,69.4,3.4,3,5.9,0,2,High Risk
STU1316,70.9,48.4,8.06,77.6,59.7,2.7,4,7.3,2,1,Medium Risk
STU1317,61.9,87.0,9.42,87.1,89.6,3.6,1,7.2,0,1,Medium Risk
STU1318,73.6,72.6,6.61,85.9,23.4,4.2,0,7.5,0,1,Medium Risk
STU1319,92.6,5.3,5.94,71.2,83.4,3.3,3,4.9,3,1,Medium Risk
STU1320,30.0,82.6,6.88,88.7,37.4,3.5,1,7.1,0,1,Medium Risk
STU1321,88.7,66.2,7.26,71.0,83.6,5.2,5,5.9,0,1,Medium Risk
STU1322,91.3,10.3,5.2,49.9,73.7,1.7,2,7.0,0,1,Medium Risk
STU1323,95.4,76.0,6.93,79.6,49.0,0.0,0,6.2,1,1,Medium Risk
STU1324,33.0,83.5,6.45,45.8,58.5,1.7,1,8.8,0,1,Medium Risk
STU1325,86.6,33.8,6.95,90.4,60.7,5.5,1,6.1,1,0,Low Risk
STU1326,90.1,62.9,6.2,81.3,56.0,2.6,0,7.8,0,0,Low Risk
STU1327,41.3,86.2,7.0,46.7,55.8,2.7,0,6.0,0,1,Medium Risk
STU1328,72.6,56.9,8.96,14.9,56.4,3.1,0,8.8,0,1,Medium Risk
STU1329,64.0,59.6,8.59,28.0,52.4,2.0,1,8.1,3,1,Medium Risk
STU1330,77.2,63.5,7.43,50.6,64.8,4.5,1,7.8,0,0,Low Risk
STU1331,54.7,56.7,9.03,80.7,43.5,1.5,0,6.9,1,1,Medium Risk
STU1332,85.9,71.9,2.51,27.0,95.6,4.6,1,5.8,0,1,Medium Risk
STU1333,77.7,57.6,6.24,79.1,94.1,1.1,3,7.0,2,1,Medium Risk
STU1334,70.9,65.0,8.88,25.7,92.3,0.9,0,9.1,1,1,Medium Risk
STU1335,84.1,49.2,8.61,21.9,90.2,2.7,3,8.3,0,1,Medium Risk
STU1336,79.6,78.1,6.3,59.0,67.1,2.7,0,3.4,0,1,Medium Risk
STU1337,80.4,85.1,4.91,50.6,8.2,3.1,3,8.9,0,1,Medium Risk
STU1338,38.5,71.9,5.17,27.3,100.0,3.6,0,8.4,2,1,Medium Risk
STU1339,55.4,55.8,8.63,59.7,87.8,2.7,0,7.1,2,1,Medium Risk
STU1340,90.7,67.0,7.24,35.0,45.0,3.2,0,4.4,0,1,Medium Risk
STU1341,64.8,46.9,7.37,36.8,84.4,4.4,5,6.9,1,1,Medium Risk
STU1342,57.7,75.5,5.87,71.8,25.8,2.2,2,7.5,0,1,Medium Risk
STU1343,79.6,68.5,6.19,43.7,57.9,0.9,0,8.3,0,1,Medium Risk
STU1344,53.2,43.7,9.92,93.3,50.7,4.5,1,9.2,1,1,Medium Risk
STU1345,54.3,45.9,6.53,62.7,86.6,2.8,0,7.0,0,1,Medium Risk
STU1346,47.9,77.5,6.58,64.7,93.2,3.1,0,6.3,1,1,Medium Risk
STU1347,81.9,55.4,7.34,79.1,81.5,3.1,1,5.6,0,1,Medium Risk
STU1348,40.2,83.0,5.28,59.2,90.1,4.2,0,8.2,0,1,Medium Risk
STU1349,89.4,37.8,4.53,34.9,71.0,2.4,0,9.7,1,1,Medium Risk
STU1350,65.8,49.5,4.83,92.7,60.9,2.7,4,8.8,0,1,Medium Risk
STU1351,91.6,74.1,5.89,76.7,51.5,2.2,4,5.7,0,1,Medium Risk
STU1352,58.8,73.0,10.0,68.8,92.8,3.4,0,9.1,1,0,Low Risk
STU1353,88.9,63.2,7.65,84.7,91.5,2.1,1,6.5,3,1,Medium Risk
STU1354,56.8,63.0,6.35,86.4,77.2,4.0,0,9.5,1,1,Medium Risk
STU1355,56.7,78.7,6.42,80.5,85.3,3.9,1,7.7,0,1,Medium Risk
STU1356,85.4,32.4,8.84,49.3,84.4,3.4,1,6.2,0,1,Medium Risk
STU1357,57.7,9.4,8.42,78.5,59.7,5.7,4,7.5,0,2,High Risk
STU1358,41.6,35.7,8.76,77.4,40.3,5.3,0,4.4,1,1,Medium Risk
STU1359,46.5,48.3,7.15,81.3,67.5,3.3,0,7.7,0,1,Medium Risk
STU1360,90.7,71.6,8.48,65.7,81.2,0.4,1,8.7,0,0,Low Risk
STU1361,87.7,61.4,6.48,76.8,87.1,2.8,0,6.4,1,0,Low Risk
STU1362,48.2,43.0,6.12,58.4,37.5,2.1,0,6.1,0,1,Medium Risk
STU1363,61.9,32.4,3.88,71.5,32.8,3.2,4,7.6,0,2,High Risk
STU1364,80.9,63.4,4.42,100.0,53.2,4.4,0,6.2,2,1,Medium Risk
STU1365,74.6,47.6,8.16,45.8,93.7,2.5,0,10.6,0,1,Medium Risk
STU1366,80.6,87.6,6.63,56.3,80.0,1.7,0,8.6,1,0,Low Risk
STU1367,78.9,55.5,6.2,78.2,69.2,3.1,1,5.2,0,0,Low Risk
STU1368,64.9,50.6,7.24,82.5,14.0,4.7,0,8.3,0,1,Medium Risk
STU1369,66.6,42.2,8.06,56.5,87.5,2.9,0,9.7,0,1,Medium Risk
STU1370,69.0,71.1,7.11,88.6,42.6,1.8,0,6.4,0,1,Medium Risk
STU1371,72.8,84.9,4.95,70.6,86.7,1.0,1,8.1,0,0,Low Risk
STU1372,56.7,64.3,6.44,62.1,70.9,2.2,1,6.3,0,1,Medium Risk
STU1373,78.9,17.8,9.54,90.0,29.4,2.2,4,4.5,0,1,Medium Risk
STU1374,77.9,48.3,5.81,84.9,12.8,4.2,1,5.5,2,1,Medium Risk
STU1375,81.5,75.0,7.35,49.3,74.1,4.1,1,4.9,0,0,Low Risk
STU1376,82.7,33.2,5.93,76.3,100.0,2.2,1,5.2,0,1,Medium Risk
STU1377,75.2,25.5,8.53,81.3,96.8,2.8,4,7.2,1,1,Medium Risk
STU1378,81.4,45.5,8.57,62.7,70.3,2.1,1,6.2,0,1,Medium Risk
STU1379,98.2,5.2,8.62,88.5,91.5,3.1,2,3.0,1,1,Medium Risk
STU1380,59.8,59.7,7.88,93.4,65.3,4.7,0,7.6,0,1,Medium Risk
STU1381,77.5,35.0,4.65,70.7,82.6,3.1,0,6.4,0,1,Medium Risk
STU1382,63.7,89.1,6.13,84.7,97.7,2.4,4,6.0,2,1,Medium Risk
STU1383,57.3,71.4,5.76,43.2,87.2,2.6,1,9.5,0,1,Medium Risk
STU1384,99.0,43.1,8.01,24.4,93.8,2.2,1,7.2,0,1,Medium Risk
STU1385,69.8,39.3,8.12,54.5,51.7,2.3,5,5.2,0,1,Medium Risk
STU1386,59.9,56.4,9.4,63.2,71.7,2.0,1,5.3,0,1,Medium Risk
STU1387,39.2,60.1,8.03,53.1,85.4,5.8,0,7.2,4,1,Medium Risk
STU1388,76.9,65.6,7.58,52.4,91.4,3.8,0,6.6,0,0,Low Risk
STU1389,72.2,72.5,7.93,57.8,94.2,3.5,5,6.0,0,1,Medium Risk
STU1390,43.1,72.2,6.81,71.2,74.3,3.1,0,6.4,0,1,Medium Risk
STU1391,49.3,88.2,6.38,41.3,73.8,0.1,0,5.9,0,1,Medium Risk
STU1392,39.1,67.2,8.84,69.9,100.0,4.7,5,7.0,4,1,Medium Risk
STU1393,46.1,22.8,3.53,56.2,75.8,0.0,3,7.8,1,2,High Risk
STU1394,87.2,94.7,6.83,64.2,28.1,6.3,0,8.4,3,1,Medium Risk
STU1395,85.5,89.6,4.93,77.2,62.4,4.0,2,8.9,0,0,Low Risk
STU1396,78.0,45.1,8.11,70.0,80.6,1.6,0,6.4,1,1,Medium Risk
STU1397,53.1,58.6,4.9,28.9,54.9,4.3,0,6.7,0,2,High Risk
STU1398,51.5,39.1,6.71,45.0,95.3,1.4,0,4.9,0,1,Medium Risk
STU1399,36.8,61.0,7.11,87.5,67.0,3.3,1,8.2,0,1,Medium Risk
STU1400,80.6,45.1,7.24,86.7,82.2,4.1,0,8.3,1,1,Medium Risk
STU1401,79.4,59.0,9.76,62.0,71.3,0.7,0,9.1,3,1,Medium Risk
STU1402,55.1,48.4,8.48,55.7,57.0,0.7,3,4.5,2,1,Medium Risk
STU1403,18.5,30.0,9.86,49.8,96.3,3.5,4,7.3,0,2,High Risk
STU1404,60.4,50.7,7.34,41.4,66.3,5.5,0,9.5,0,1,Medium Risk
STU1405,53.3,75.4,6.38,41.5,55.6,2.7,0,6.8,3,1,Medium Risk
STU1406,85.0,44.4,8.62,82.3,94.9,4.0,2,8.2,0,1,Medium Risk
STU1407,70.7,59.7,4.39,61.7,75.9,1.2,1,5.7,0,1,Medium Risk
STU1408,52.7,82.6,6.17,43.3,33.2,2.5,0,7.2,0,1,Medium Risk
STU1409,41.4,40.4,7.98,70.8,91.2,2.1,3,5.2,3,1,Medium Risk
STU1410,55.9,82.8,6.45,80.9,62.8,3.0,1,6.5,0,1,Medium Risk
STU1411,41.4,69.8,7.48,89.1,75.3,1.0,2,6.7,0,1,Medium Risk
STU1412,85.6,82.5,6.73,62.8,55.2,2.5,4,8.2,0,0,Low Risk
STU1413,0.9,81.1,7.26,73.4,94.8,3.4,2,9.2,0,1,Medium Risk
STU1414,68.8,77.6,4.46,79.5,93.3,3.5,0,10.2,2,1,Medium Risk
STU1415,56.3,18.3,4.77,90.2,48.5,3.2,0,5.6,0,2,High Risk
STU1416,56.8,59.1,4.75,66.4,38.1,3.9,1,6.1,1,1,Medium Risk
STU1417,84.7,74.5,1.92,74.9,76.2,5.0,1,7.1,0,0,Low Risk
STU1418,94.3,78.4,5.79,77.0,72.2,2.7,0,3.0,0,1,Medium Risk
STU1419,87.4,55.9,7.52,75.8,61.5,0.5,2,6.5,3,1,Medium Risk
STU1420,92.6,57.5,3.14,91.1,49.1,4.6,1,7.1,0,1,Medium Risk
STU1421,42.8,53.0,6.75,77.6,75.4,2.9,1,6.7,2,1,Medium Risk
STU1422,21.2,35.7,7.73,63.7,77.7,2.6,0,5.5,0,1,Medium Risk
STU1423,58.7,47.4,7.73,67.2,32.4,4.8,3,6.5,0,1,Medium Risk
STU1424,72.6,68.5,7.14,71.6,19.7,2.6,0,9.5,0,1,Medium Risk
STU1425,58.3,83.6,7.09,86.0,38.3,2.4,0,6.0,0,1,Medium Risk
STU1426,32.9,67.8,9.15,64.6,0.0,2.2,0,8.0,0,1,Medium Risk
STU1427,61.6,62.6,7.54,82.9,80.6,2.7,0,9.0,0,1,Medium Risk
STU1428,53.9,40.1,7.15,82.4,65.1,2.6,0,6.5,1,1,Medium Risk
STU1429,46.1,57.2,9.54,61.8,78.2,3.1,0,6.6,0,1,Medium Risk
STU1430,91.8,23.4,5.23,75.5,91.0,1.3,0,8.9,0,1,Medium Risk
STU1431,57.2,44.8,6.77,36.7,91.2,5.2,1,8.2,4,1,Medium Risk
STU1432,64.4,80.5,3.8,42.5,92.4,0.5,1,10.1,0,1,Medium Risk
STU1433,46.3,69.7,8.01,99.6,70.2,1.9,2,5.8,0,1,Medium Risk
STU1434,74.1,87.6,9.31,49.5,64.2,1.0,2,9.3,0,1,Medium Risk
STU1435,70.7,60.3,6.49,56.5,67.8,3.9,2,8.7,0,1,Medium Risk
STU1436,71.7,94.0,8.32,82.8,65.9,4.2,4,8.1,1,0,Low Risk
STU1437,76.1,35.7,8.82,50.8,70.4,6.1,0,7.4,0,1,Medium Risk
STU1438,96.5,89.2,4.84,33.3,83.9,2.6,1,9.2,0,1,Medium Risk
STU1439,68.7,25.4,7.01,56.9,89.6,1.6,2,5.9,3,1,Medium Risk
STU1440,91.0,80.2,8.23,46.3,92.5,1.3,3,7.9,2,1,Medium Risk
STU1441,89.7,77.7,7.89,23.9,69.1,3.7,1,7.1,1,0,Low Risk
STU1442,81.5,45.4,7.43,82.8,100.0,2.1,0,7.2,0,0,Low Risk
STU1443,56.9,65.3,3.6,69.4,90.6,4.2,0,3.6,1,1,Medium Risk
STU1444,67.5,78.4,9.49,88.0,89.4,4.3,1,7.5,0,1,Medium Risk
STU1445,49.8,52.4,8.66,22.8,55.2,3.6,0,9.6,0,1,Medium Risk
STU1446,48.6,87.9,6.59,74.4,91.2,3.3,2,10.6,0,1,Medium Risk
STU1447,71.4,62.1,7.11,65.6,51.5,0.5,2,10.3,3,1,Medium Risk
STU1448,63.9,81.7,5.65,36.5,65.1,1.5,0,5.4,0,1,Medium Risk
STU1449,58.3,75.9,5.0,92.7,39.0,5.4,5,4.7,1,1,Medium Risk
STU1450,34.1,74.0,8.28,40.4,97.9,1.7,3,4.9,0,1,Medium Risk
STU1451,83.3,56.9,6.65,56.6,89.2,3.3,1,7.4,0,0,Low Risk
STU1452,84.1,69.2,5.17,46.1,96.4,0.9,0,5.4,0,1,Medium Risk
STU1453,64.8,49.4,5.16,42.1,35.6,4.7,0,6.5,3,1,Medium Risk
STU1454,33.8,61.9,5.94,87.5,52.5,2.1,1,5.9,4,1,Medium Risk
STU1455,22.5,81.4,6.58,95.5,63.3,1.8,2,8.4,3,1,Medium Risk
STU1456,77.0,78.0,6.13,77.0,62.7,1.5,2,7.2,0,1,Medium Risk
STU1457,47.9,50.7,6.24,76.0,53.0,3.6,0,7.0,0,1,Medium Risk
STU1458,100.0,44.8,7.24,80.9,23.5,2.3,0,7.9,0,1,Medium Risk
STU1459,56.7,54.1,5.57,62.3,96.6,3.9,0,5.8,0,1,Medium Risk
STU1460,40.6,25.8,3.64,78.0,44.1,2.1,0,9.3,0,1,Medium Risk
STU1461,54.9,41.6,7.33,89.0,38.2,1.3,1,6.7,1,1,Medium Risk
STU1462,65.0,86.4,8.38,83.4,65.6,2.4,0,6.0,0,0,Low Risk
STU1463,95.9,63.8,6.6,75.4,96.2,2.8,1,7.6,0,0,Low Risk
STU1464,90.9,60.2,8.59,87.6,71.4,1.3,2,6.5,4,0,Low Risk
STU1465,81.7,83.6,5.01,85.5,38.4,2.8,1,6.6,2,1,Medium Risk
STU1466,83.2,68.5,9.23,62.4,45.9,3.4,0,7.9,0,0,Low Risk
STU1467,68.1,63.9,7.53,20.0,42.5,2.5,0,8.3,0,1,Medium Risk
STU1468,39.5,69.3,6.76,49.3,92.6,0.7,1,5.8,0,1,Medium Risk
STU1469,94.2,62.1,6.48,75.9,95.4,3.0,0,7.2,1,1,Medium Risk
STU1470,62.3,72.6,7.61,87.6,91.8,5.1,0,7.4,0,0,Low Risk
STU1471,93.3,39.8,7.76,89.3,30.0,5.5,2,6.9,1,1,Medium Risk
STU1472,54.3,80.1,5.98,72.9,88.4,3.8,2,7.2,0,0,Low Risk
STU1473,72.7,74.0,4.35,58.1,93.5,0.7,0,4.8,0,0,Low Risk
STU1474,85.2,58.6,4.57,26.8,73.3,4.9,0,8.8,0,1,Medium Risk
STU1475,77.9,48.0,8.91,36.4,82.0,2.1,0,5.0,1,0,Low Risk
STU1476,78.4,21.2,7.93,56.6,92.5,2.8,0,3.0,0,1,Medium Risk
STU1477,70.3,57.0,8.3,33.0,76.7,1.1,1,9.0,0,1,Medium Risk
STU1478,33.1,75.1,6.97,71.3,67.4,2.6,0,6.8,1,1,Medium Risk
STU1479,100.0,56.6,4.91,39.0,68.4,2.3,3,9.9,1,1,Medium Risk
STU1480,59.1,21.8,7.43,52.3,57.4,2.2,2,7.7,1,1,Medium Risk
STU1481,30.4,49.4,6.35,93.8,76.0,1.0,0,7.7,0,1,Medium Risk
STU1482,57.5,50.7,7.77,77.1,69.0,1.1,0,5.3,2,1,Medium Risk
STU1483,63.4,45.8,9.83,52.1,72.2,2.5,0,5.7,1,1,Medium Risk
STU1484,87.1,67.1,4.82,94.8,88.9,2.0,0,8.7,1,0,Low Risk
STU1485,87.5,85.5,7.39,35.4,44.4,1.4,1,3.0,0,1,Medium Risk
STU1486,75.2,38.5,4.0,43.6,89.7,2.1,3,4.1,0,2,High Risk
STU1487,52.5,11.8,5.74,63.8,52.2,3.8,0,8.2,0,2,High Risk
STU1488,67.8,82.4,7.1,85.2,90.9,2.3,1,5.7,1,1,Medium Risk
STU1489,49.6,82.9,5.79,61.2,76.4,4.4,0,5.6,0,1,Medium Risk
STU1490,86.7,85.7,6.68,84.9,79.3,0.0,0,8.7,0,1,Medium Risk
STU1491,66.8,78.2,3.71,78.5,76.7,1.3,0,9.2,0,1,Medium Risk
STU1492,65.3,42.7,5.57,86.2,100.0,4.3,0,10.0,2,1,Medium Risk
STU1493,65.6,63.0,3.32,37.0,24.3,2.1,2,5.6,0,1,Medium Risk
STU1494,78.1,60.9,6.07,65.3,69.9,2.4,5,6.8,0,1,Medium Risk
STU1495,84.1,72.7,5.63,59.9,53.5,1.3,1,9.0,1,1,Medium Risk
STU1496,90.9,16.5,9.25,57.7,88.2,5.4,3,4.9,0,0,Low Risk
STU1497,86.4,69.3,9.03,71.8,49.6,4.8,0,7.7,4,0,Low Risk
STU1498,53.1,71.2,8.36,53.5,90.6,2.5,0,6.3,1,1,Medium Risk
STU1499,71.3,87.5,6.83,63.2,83.5,1.5,2,6.2,0,1,Medium Risk
STU1500,49.0,49.7,9.35,74.9,45.5,2.5,4,6.4,0,1,Medium Risk
STU1501,89.1,38.3,5.69,49.5,94.7,1.7,1,8.8,1,1,Medium Risk
STU1502,69.6,46.1,8.04,73.6,96.5,4.2,0,6.5,1,0,Low Risk
STU1503,77.4,61.2,7.55,49.3,23.5,4.1,1,7.6,1,1,Medium Risk
STU1504,49.0,56.1,7.41,55.0,87.3,1.9,2,5.3,1,1,Medium Risk
STU1505,44.6,82.1,5.88,83.0,63.8,1.6,0,5.4,0,1,Medium Risk
STU1506,45.1,78.0,3.98,80.3,92.0,2.1,0,3.4,0,1,Medium Risk
STU1507,70.7,68.1,7.95,74.0,3.8,5.8,0,9.1,0,0,Low Risk
STU1508,82.4,90.9,5.41,63.1,94.3,4.0,0,6.9,1,0,Low Risk
STU1509,76.0,81.3,6.45,97.0,91.6,1.9,1,4.9,1,1,Medium Risk
STU1510,70.3,74.2,5.78,74.8,94.9,3.9,0,6.0,0,0,Low Risk
STU1511,70.0,63.6,8.94,56.7,74.9,0.9,1,7.4,0,1,Medium Risk
STU1512,81.7,47.4,6.24,55.1,97.3,2.8,0,8.0,0,1,Medium Risk
STU1513,72.9,17.4,7.85,32.6,88.0,2.5,0,7.5,1,1,Medium Risk
STU1514,77.6,44.1,7.49,37.6,45.8,2.6,3,4.7,1,1,Medium Risk
STU1515,86.5,68.5,5.32,75.4,63.2,3.5,1,6.6,3,1,Medium Risk
STU1516,49.6,47.7,8.88,35.3,98.3,3.0,0,7.8,1,1,Medium Risk
STU1517,60.0,76.0,7.41,87.5,92.3,0.7,0,9.3,3,0,Low Risk
STU1518,71.7,70.0,7.09,9.3,60.1,3.6,3,7.9,3,2,High Risk
